Marca temporal,Correo,UBICACION DEL BOSQUE URBANO,PROYECTO,ID CENSO ARBOREO,FECHA,COORDENADA NORTE,COORDENADA ESTE,NOMBRE COMUN,NOMBRE BOT�NICO,FAMILIA,ALTURA - EN METROS,DAP - EN CMS,DI�METRO DE LA COPA - EN METROS,GRADOS DE INCLINACI�N,RA�Z - ESTADO,ESTADO FITOSANITARIO,ESTADO DEL BIOTIPO,ESTADO DE CONSERVACI�N,LUMINOSIDAD QUE RECIBE,PORCENTAJE DE COMPETENCIA POR LUZ,ORIGEN,GREMIO DE AVES QUE BENEFICIA,ATRIBUTOS EST�TICOS,RELACI�N CON INFRAESTRUCTURA URBANA,��RBOL NOTABLE?,OTROS ATRIBUTOS,RECOMENDACI�N DE MANEJO,FOTOGRAF�AS,OBSERVACIONES,,,,,,
9/23/2022 13:31:49,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,113,23/09/2022,3.4129228,-76.5043698,Mango,Mangifera indica,Anacardiaceae,3,8,4,80,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1-b1pt4ywkl7v57T4BV2my4Zvueu8jq7C,,,,,,,
9/23/2022 13:35:00,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,114,23/09/2022,3.4129198,-76.5043594,Aguacate,Persea americana,Lauraceae,6,6,3,80,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=10-mtjPqN75ePwpiGmSufqVxtOuqGyJzB,,,,,,,
9/23/2022 13:39:21,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,115,23/09/2022,3.41288,-76.5042937,Nacedero,Trichanthera gigantea,Acanthaceae,4,8,5,80,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Occidente",20,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1KOvU2Yi-0s92w1Z0fd7eYIvv5SpJwLaq,,,,,,,
9/23/2022 13:41:30,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,116,23/09/2022,3.4128706,-76.5042893,Noni,Morinda citrifolia,Rubiaceae,5,10,4,80,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Occidente",20,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1w-obFqlb_KRLiKhBHT1nN5GE6loDbKTP,,,,,,,
9/23/2022 13:44:54,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,117,23/09/2022,3.4127605,-76.50412,Guan�bano,Annona muricata,Annonaceae,8,20,10,75,BUENO,REGULAR,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,PODA DE COPA,https://drive.google.com/open?id=151vL6OVWrJS2L18Bb7g8jcQcBEF6cUl2,,,,,,,
9/23/2022 13:47:34,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,118,23/09/2022,3.412722,-76.5040687,Coj�n de Cabrito,Thevetia peruviana,Apocynaceae,4,16,3,80,BUENO,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,NO DETERMINADO,FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,ESPECIE T�XICA,NO REQUIERE,https://drive.google.com/open?id=1SFdwTuE0pQQ2RUkLXKJANg88h7n4lAqZ,,,,,,,
9/23/2022 13:49:47,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,119,23/09/2022,3.412709,-76.504059,Noni,Morinda citrifolia,Rubiaceae,3,24,6,80,BUENO,BUENO,CONSERVADO,,"Encima, Sur, Oriente, Occidente",20,,,,,NO,,PODA DE COPA,https://drive.google.com/open?id=1u1ZtIA6SaaXC5CtNoNadre-3Oi3G5OTw,,,,,,,
9/23/2022 13:52:02,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,120,23/09/2022,3.4125999,-76.5038967,Guayabo com�n,Psidium guajava,Myrtaceae,2.5,13,6,55,BUENO,BUENO,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1s6RcxzwxhUlkLczyJTMBhWxbOiaeQSG1,,,,,,,
9/23/2022 13:54:19,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,121,23/09/2022,3.4125818,-76.503882,Guan�bano,Annona muricata,Annonaceae,7,21,10,70,REGULAR,REGULAR,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=10zyNTigLGNuSFqmUw_tnE2T0oPSjpEo5,,,,,,,
9/23/2022 13:56:54,luisarturoroarincon@gmail.com,CANAL DE LAS FLORES,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,122,23/09/2022,3.4124757,-76.5037381,"Swinglea, Lim�n Swinglea",Swinglea glutinosa,Rutaceae,9,40,10,75,REGULAR,REGULAR,CONSERVADO,,"Encima, Norte, Sur, Oriente, Occidente",0,,,,,NO,,NO REQUIERE,https://drive.google.com/open?id=1KDwdBsiVy6OgraVt9jRlnF5doN-_8QyY,,,,,,,
25/07/2022 14:34:15,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41056,25/07/2022,872497.25,1059903.04,Chiminango,Pithecellobium dulce,Fabaceae,12,73,11,80,REGULAR,REGULAR,NO CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Occidente",20,Nativa,"SEMILLERAS, NECTAR�VORAS","OLOR, ESTRUCTURA Y/O BIOTIPO","QUEBRADIZA, TIPO DE RA�Z",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1tBB8e6oSmsoLZaCgOtLOJ3_hu3NygFE-,,,,,,,
25/07/2022 14:39:26,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41058,25/07/2022,872497.01,1059897.21,"Falso Laurel, Laurel",Ficus benjamina,Moraceae,17,92,18,80,REGULAR,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,FRUG�VORAS,"COLOR FOLLAJE, ESTRUCTURA","QUEBRADIZA, TIPO DE RA�Z",NO,,PODA DE COPA,https://drive.google.com/open?id=1GvEWmyzKuFUGA9RFDDqEVPppRvl8ayYY,Raiz en conflicto con muro de contenci�n y and�n,,,,,,
25/07/2022 14:41:45,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41057,25/07/2022,872497.35,1059901.19,"Palma Areca, Palma de frutos de oro",Dypsis lutescens,Arecaceae,4,16,7,70,BUENO,BUENO,CONSERVADO,NO EVALUADA,Sur,80,Introducida,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS Y HOJAS,NO,ORNAMENTAL ,NO REQUIERE,https://drive.google.com/open?id=1OLfyxrda5MXNgLaX_18tbeK-lH9PrZ3o,,,,,,,
25/07/2022 14:44:03,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41054,25/07/2022,872496.36,1059907.48,Araucaria,Araucaria excelsa,Araucariaceae,13,24,8,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur",40,Introducida,NO BENEFICIA A LAS AVES,ESTRUCTURA Y/O BIOTIPO,COPA,NO,ORNAMENTAL ,PODA DE COPA,https://drive.google.com/open?id=1k1sMAI_Ngw3CNRiQCAewVMNJ3KSoLLvE,,,,,,,
25/07/2022 14:46:30,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41053,25/07/2022,872495.85,1059908.42,Cadmia,Cananga odorata,Annonaceae,6,10,3,70,BUENO,BUENO,CONSERVADO,NO EVALUADA,Encima,80,Introducida,FRUG�VORAS,OLOR,QUEBRADIZA,NO,ORNAMENTAL ,ENDOTERAPIA,https://drive.google.com/open?id=1VR57EnNapFPF1cI2mrDXeMAvDJ3jjT7p,,,,,,,
26/07/2022 8:21:27,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41050,26/07/2022,872493.59,1059915.41,"Palma Areca, Palma de frutos de oro",Dypsis lutescens,Arecaceae,6,50,5,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,Sur,80,Introducida,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS Y HOJAS,NO,ORNAMENTAL ,NO REQUIERE,https://drive.google.com/open?id=1oqpZSwh1pd-iBT_J1fHYeX_y-CbXkJcR,,,,,,,
26/07/2022 8:24:13,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41049,26/07/2022,872496.71,1059918.08,Chiminango,Pithecellobium dulce,Fabaceae,13,80,18,70,REGULAR,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,"Norte, Sur, Occidente",40,Nativa,"SEMILLERAS, NECTAR�VORAS","OLOR, ESTRUCTURA Y/O BIOTIPO","QUEBRADIZA, TIPO DE RA�Z",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1cPCW_HLpWAMZR45hhSBadJhUkV6Jemw1,,,,,,,
26/07/2022 8:28:06,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41047,26/07/2022,872492.41,1059922.01,"Falso Laurel, Laurel",Ficus benjamina,Moraceae,16,217,20,80,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,FRUG�VORAS,"COLOR FOLLAJE, ESTRUCTURA","QUEBRADIZA, TIPO DE RA�Z",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=12YTcuMXigSjA_8cj2n4DmZdpn74_pppW,,,,,,,
26/07/2022 8:32:37,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41061,26/07/2022,872492.56,1059932.33,Palma Botella,Roystonea oleracea,Arecaceae,7,45,8,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente",20,Nativa,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS,NO,,NO REQUIERE,https://drive.google.com/open?id=1rIyWyWLBBugk4JlTnXttyu6zJ-Tk59Ih,,,,,,,
26/07/2022 8:34:21,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41062,26/07/2022,872492.84,1059940.93,Naranjo,Citrus aurantium,Rutaceae,2.5,20,3,90,REGULAR,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,NO APLICA,COLOR FOLLAJE,CA�DA DE FRUTOS,NO,FRUTOS,"PODA DE COPA, FUMIGACI�N DE PLAGAS",https://drive.google.com/open?id=1mcsf8_JouOH2y7c6w3jgUWsobt277WV2,,,,,,,
26/07/2022 8:36:52,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41063,26/07/2022,872491.62,1059953.09,Almendro,Terminalia catappa,Combretaceae,6,18,6,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS O FLORES,NO,"FRUTOS, HOJAS U OTRAS PARTES COMESTIBLES",ENDOTERAPIA,https://drive.google.com/open?id=173K8Eft7iS9zyQj6Xj-AZz94dHynIssT,,,,,,,
26/07/2022 8:39:39,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41065,26/07/2022,872494.02,1059965.52,Palma manila,Adonidia merrillii,Arecaceae,5,17,4,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Oriente, Occidente",20,Introducida,FRUG�VORAS,COLOR ,CA�DA DE FRUTOS,NO,ORNAMENTAL,NO REQUIERE,https://drive.google.com/open?id=1jy3bSZtBqDOfKDjeUZ8gUjR5mPSlNqPk,,,,,,,
26/07/2022 8:41:34,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41066,26/07/2022,872490.93,1059966.07,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,11,52,9,90,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente, Occidente",0,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1RqBT3Zn1lQCnzqBw91cQPE6p-Ok_aGEs,,,,,,,
26/07/2022 8:43:50,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41068,26/07/2022,872485.16,1059977.72,"Acacia Amarilla, Acacia Robinia",Caesalpinia peltophoroides,Fabaceae,12,80,15,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Occidente",20,Introducida,"INSECT�VORAS, NECTAR�VORAS",COLOR FOLLAJE O FLORACI�N,"COPA, CA�DA DE FLORES",NO,,PODA DE COPA,https://drive.google.com/open?id=1HD9SxvubAn8xLMnznsxV03Xk156Jzqgj,,,,,,,
26/07/2022 8:45:42,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41069,26/07/2022,872493.71,1059986.8,Mango,Mangifera indica,Anacardiaceae,8,52,10,70,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte",60,Introducida,FRUG�VORAS,COLOR FOLLAJE ,"CA�DA DE FRUTOS, COPA",NO,FRUTOS,NO REQUIERE,https://drive.google.com/open?id=1Mmo9aDHA1D75TJ2rUO1x3eTTnid-Ek61,,,,,,,
26/07/2022 8:48:33,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41070,26/07/2022,872492.89,1059989.99,Ficus microcarpa,Ficus microcarpa,Moraceae,15,90,20,80,REGULAR,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente",15,Introducida,FRUG�VORAS,ESTRUCTURA Y/O BIOTIPO,TIPO DE RA�Z,NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1lN5GH3MxwWk44rcBhZyHtEqvHaD7CjxX,"Confinamiento en la base del tallo, se recomienda retirar concreto",,,,,,
26/07/2022 8:50:05,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41071,26/07/2022,872495.64,1059992.4,Palma manila,Adonidia merrillii,Arecaceae,7,15,7,70,BUENO,BUENO,CONSERVADO,NO EVALUADA,Oriente,80,Introducida,FRUG�VORAS,COLOR ,CA�DA DE FRUTOS,NO,ORNAMENTAL,NO REQUIERE,https://drive.google.com/open?id=1ARMZIoWtz5d8KcFwZcW7Nys8H2E7f2-A,,,,,,,
26/07/2022 8:57:48,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41072,26/07/2022,872496.26,1060000.88,Chiminango,Pithecellobium dulce,Fabaceae,0,0,0,0,MALO,MALO,NO CONSERVADO,PREOCUPACI�N MENOR,Encima,0,Nativa,"SEMILLERAS, NECTAR�VORAS","OLOR, ESTRUCTURA Y/O BIOTIPO","QUEBRADIZA, TIPO DE RA�Z",NO,,NO REQUIERE,https://drive.google.com/open?id=1OpNw0vnF7k0oVpijqs5BYVVR8e-OlXBU,Extracci�n de toc�n,,,,,,
26/07/2022 9:08:03,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41074,26/07/2022,872499.46,1059997.34,Mamoncillo,Melicoccus bijugatus,Sapindaceae,10,60,8,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente",20,Nativa,FRUG�VORAS,COLOR FOLLAJE,CA�DA DE FRUTOS Y HOJAS,NO,,NO REQUIERE,https://drive.google.com/open?id=1_RZzHYDrCtL1uzYDzJ7Iw0TFV7kQjkXp,,,,,,,
26/07/2022 9:09:47,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41075,26/07/2022,872496.78,1059998.49,Palma real de Cuba,Roystonea regia,Arecaceae,13,35,9,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Oriente",20,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES",ENDOTERAPIA,https://drive.google.com/open?id=1EybVstMb8_n88oGMaMRLzVpGIZCsN8WC,,,,,,,
26/07/2022 9:17:14,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41076,26/07/2022,872503.89,1059990.68,Coj�n de Cabrito,Thevetia peruviana,Apocynaceae,5,30,9,90,REGULAR,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Occidente",40,Nativa,NO DETERMINADO,FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,ESPECIE T�XICA,PODA DE COPA,https://drive.google.com/open?id=17MjBxwXB6QX-YjU-sFf3kFRgmjKDYPuN,,,,,,,
26/07/2022 9:19:57,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41077,26/07/2022,872502.9,1059991.95,Coj�n de Cabrito,Thevetia peruviana,Apocynaceae,6,17,5,60,REGULAR,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,Norte,80,Nativa,NO DETERMINADO,FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,ESPECIE T�XICA,ENDOTERAPIA,https://drive.google.com/open?id=1IQlPabrFQLq9JEuXLYJYXspQ72BIuYh5,,,,,,,
26/07/2022 9:23:07,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41079,26/07/2022,872503.66,1059996.97,Chambimbe,Sapindus saponaria,Sapindaceae,11,18,10,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Oriente, Occidente",20,Nativa,FRUG�VORAS,OLOR,CA�DA DE FRUTOS O FLORES,NO,SEMILLAS SE UTILIZAN EN ARTESANIAS,ENDOTERAPIA,https://drive.google.com/open?id=1tCQy0_ZxxuwSCu4Yf-zaE_pD_LdesyhP,,,,,,,
26/07/2022 9:27:24,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41080,26/07/2022,872501.91,1060000.1,Coj�n de Cabrito,Thevetia peruviana,Apocynaceae,5,17,4,70,REGULAR,BUENO,CONSERVADO,PREOCUPACI�N MENOR,Norte,90,Nativa,NO DETERMINADO,FLORACI�N,CA�DA DE FRUTOS O FLORES,NO,ESPECIE T�XICA,NO REQUIERE,https://drive.google.com/open?id=1Lw4icBDfQ8z-l84vUB120H5L2dqqvxxf,,,,,,,
26/07/2022 9:29:20,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41081,26/07/2022,872502.49,1060000.01,Chiminango,Pithecellobium dulce,Fabaceae,3,80,0,60,MALO,MALO,NO CONSERVADO,PREOCUPACI�N MENOR,Encima,0,Nativa,"SEMILLERAS, NECTAR�VORAS","OLOR, ESTRUCTURA Y/O BIOTIPO","QUEBRADIZA, TIPO DE RA�Z",NO,,NO REQUIERE,https://drive.google.com/open?id=1dwe4gI65bQ-0WDG0RphKsTeqTqo2tX-c,Extracci�n de toc�n,,,,,,
26/07/2022 9:40:02,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41088,26/07/2022,872503.97,1060010.95,Mandarino,Citrus reticulata,Rutaceae,4,28,5,80,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Norte, Occidente",60,Introducida,FRUG�VORAS,OLOR,CA�DA DE FRUTOS,NO,FRUTOS,NO REQUIERE,https://drive.google.com/open?id=1pnFGnPCiVJcmP9IxQjijXnkBroiybAgD,,,,,,,
26/07/2022 9:42:54,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41085,26/07/2022,872504.2,1060017.59,Chiminango,Pithecellobium dulce,Fabaceae,17,136,16,75,REGULAR,REGULAR,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Oriente, Occidente",20,Nativa,"SEMILLERAS, NECTAR�VORAS","OLOR, ESTRUCTURA Y/O BIOTIPO","QUEBRADIZA, TIPO DE RA�Z",NO,,"PODA DE COPA, ENDOTERAPIA",https://drive.google.com/open?id=1IMYyH66XtUt0C2dPBQ6bJq74T16pnThq,,,,,,,
26/07/2022 9:45:46,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41183,26/07/2022,872478.24,1059995.98,Mamoncillo,Melicoccus bijugatus,Sapindaceae,10,78,8,90,REGULAR,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur, Occidente",80,Nativa,FRUG�VORAS,COLOR FOLLAJE,CA�DA DE FRUTOS Y HOJAS,NO,,PODA DE COPA,https://drive.google.com/open?id=1OUBY-c-srAIruDWp6NqUfJYvih7EauGr,,,,,,,
26/07/2022 9:48:04,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41185,26/07/2022,872480.24,1059998.75,Palma real de Cuba,Roystonea regia,Arecaceae,13,51,8,90,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur",40,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES",NO REQUIERE,https://drive.google.com/open?id=1Ef1KEf2HsuY2mrbkHxGo9LJ-Kew7SR5V,,,,,,,
26/07/2022 9:51:09,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41188,26/07/2022,872480.25,1059998.76,Palma real de Cuba,Roystonea regia,Arecaceae,16,45,12,85,BUENO,BUENO,CONSERVADO,NO EVALUADA,"Encima, Norte, Sur",40,Introducida,"FRUG�VORAS, SEMILLERAS",ESTRUCTURA Y/O BIOTIPO,"COPA, CA�DA DE FRUTOS O FLORES",SI,"FRUTOS, HOJAS U OTRAS PARTES COMENTIBLES",NO REQUIERE,https://drive.google.com/open?id=1R-Nf0r2MXLSiKrYGxEGtK25Adw4VsKQr,,,,,,,
26/07/2022 9:57:01,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41093,26/07/2022,872492.6,1060023.99,Ceiba,Ceiba pentandra,Malvaceae,15,188,30,90,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Norte, Sur, Oriente, Occidente",0,Nativa,"INSECT�VORAS, SEMILLERAS","ESTRUCTURA Y/O BIOTIPO, FLORACI�N",CA�DA DE FLORES Y RAMAS SECAS,SI,PAISAJ�STICO,"LIMPIEZA, ENDOTERAPIA",https://drive.google.com/open?id=1nmJURPmBDdqRKnkS9HoNXBYjoy-09Gun,,,,,,,
26/07/2022 9:59:03,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41091,26/07/2022,872497.74,1060023.84,Flor amarillo,Senna spectabilis,Caesalpiniaceae,14,48,10,80,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Occidente",60,Nativa,NECTAR�VORAS,FLORACI�N,CA�DA DE FLORES Y FRUTOS,NO,PAISAJ�STICO Y ORNAMENTAL,"PODA DE COPA, LIMPIEZA",https://drive.google.com/open?id=1yFkMqJyvM-dLG6W9buf0ijkty1ZJtqVg,,,,,,,
26/07/2022 10:01:12,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41090,26/07/2022,872502.05,1060019.75,Flor amarillo,Senna spectabilis,Caesalpiniaceae,13,35,8,70,BUENO,BUENO,CONSERVADO,PREOCUPACI�N MENOR,"Encima, Oriente",60,Nativa,NECTAR�VORAS,FLORACI�N,CA�DA DE FLORES Y FRUTOS,NO,PAISAJ�STICO Y ORNAMENTAL,PODA DE COPA,https://drive.google.com/open?id=1cCfjVg7EVtScQIuLdz4dfpTUmIBQOl9v,,,,,,,
26/07/2022 10:08:01,luisarturoroarincon@gmail.com,LOMA DE LA CRUZ,Convenio de asociaci�n 232 de 2021 - Proyecto bosques urbanos Santiago de Cali,41092,26/07/2022,872499.7,1060028.97,Palma de coco,Cocos nucifera,Arecaceae,8,20,8,85,BUENO,REGULAR,CONSERVADO,NO EVALUADA,"Encima, Oriente",75,Nativa,,ESTRUCTURA Y/O BIOTIPO,CA�DA DE FRUTOS,NO,FRUTOS,NO REQUIERE,https://drive.google.com/open?id=1VHKy2o0TdBH5aiEeJztQAdNUR1WPrjtB,Atacada por cole�pteros,,,,,,
